"","CountryName","CountryCode","Year","AG.LND.FRST.ZS","EN.FSH.THRD.NO","EN.HPT.THRD.NO","EN.MAM.THRD.NO"
"936","Serbia","SRB",2011,31.0359,NA,NA,NA
"937","Serbia","SRB",2012,31.05191,NA,NA,NA
"938","Serbia","SRB",2013,31.06792,NA,NA,NA
"939","Serbia","SRB",2015,NA,15,6,6
"940","Seychelles","SYC",2010,88.41304,NA,NA,NA
"941","Seychelles","SYC",2011,88.41304,NA,NA,NA
"942","Seychelles","SYC",2012,88.41304,NA,NA,NA
"943","Seychelles","SYC",2013,89.38462,NA,NA,NA
"944","Seychelles","SYC",2015,NA,20,62,6
"945","Sierra Leone","SLE",2010,37.76669,NA,NA,NA
"946","Sierra Leone","SLE",2011,38.64782,NA,NA,NA
"947","Sierra Leone","SLE",2012,39.52896,NA,NA,NA
"948","Sierra Leone","SLE",2013,40.41009,NA,NA,NA
"949","Sierra Leone","SLE",2015,NA,56,62,22
"950","Singapore","SGP",2010,23.2906,NA,NA,NA
"951","Singapore","SGP",2011,23.22443,NA,NA,NA
"952","Singapore","SGP",2012,23.15864,NA,NA,NA
"953","Singapore","SGP",2013,23.12588,NA,NA,NA
"954","Singapore","SGP",2015,NA,26,58,12
"955","Sint Maarten (Dutch part)","SXM",2015,NA,29,2,2
"956","Slovak Republic","SVK",2010,40.31939,NA,NA,NA
"957","Slovak Republic","SVK",2011,40.32607,NA,NA,NA
"958","Slovak Republic","SVK",2012,40.33023,NA,NA,NA
"959","Slovak Republic","SVK",2013,40.33439,NA,NA,NA
"960","Slovak Republic","SVK",2015,NA,5,10,3
"961","Slovenia","SVN",2010,61.91658,NA,NA,NA
"962","Slovenia","SVN",2011,61.92651,NA,NA,NA
"963","Slovenia","SVN",2012,61.93644,NA,NA,NA
"964","Slovenia","SVN",2013,61.94638,NA,NA,NA
"965","Slovenia","SVN",2015,NA,33,11,5
"966","Small states","SST",2010,37.94401,NA,NA,NA
"967","Small states","SST",2011,37.93968,NA,NA,NA
"968","Small states","SST",2012,37.93535,NA,NA,NA
"969","Small states","SST",2013,37.9311,NA,NA,NA
"970","Small states","SST",2015,NA,971,966,276
"971","Solomon Islands","SLB",2010,79.06395,NA,NA,NA
"972","Solomon Islands","SLB",2011,78.86388,NA,NA,NA
"973","Solomon Islands","SLB",2012,78.66381,NA,NA,NA
"974","Solomon Islands","SLB",2013,78.46374,NA,NA,NA
"975","Solomon Islands","SLB",2015,NA,19,17,20
"976","Somalia","SOM",2010,10.75493,NA,NA,NA
"977","Somalia","SOM",2011,10.63251,NA,NA,NA
"978","Somalia","SOM",2012,10.51009,NA,NA,NA
"979","Somalia","SOM",2013,10.38767,NA,NA,NA
"980","Somalia","SOM",2015,NA,27,43,13
"981","South Africa","ZAF",2010,7.617737,NA,NA,NA
"982","South Africa","ZAF",2011,7.617737,NA,NA,NA
"983","South Africa","ZAF",2012,7.617737,NA,NA,NA
"984","South Africa","ZAF",2013,7.617737,NA,NA,NA
"985","South Africa","ZAF",2015,NA,103,116,25
"986","South Asia","SAS",2010,17.33479,NA,NA,NA
"987","South Asia","SAS",2011,17.36332,NA,NA,NA
"988","South Asia","SAS",2012,17.39185,NA,NA,NA
"989","South Asia","SAS",2013,17.42038,NA,NA,NA
"990","South Asia","SAS",2015,NA,353,749,249
"991","South Sudan","SSD",2015,NA,0,16,9
"992","Spain","ESP",2010,36.49367,NA,NA,NA
"993","Spain","ESP",2011,36.57144,NA,NA,NA
"994","Spain","ESP",2012,36.61556,NA,NA,NA
"995","Spain","ESP",2013,36.68379,NA,NA,NA
"996","Spain","ESP",2015,NA,77,219,16
"997","Sri Lanka","LKA",2010,33.53532,NA,NA,NA
"998","Sri Lanka","LKA",2011,33.43007,NA,NA,NA
"999","Sri Lanka","LKA",2012,33.32483,NA,NA,NA
"1000","Sri Lanka","LKA",2013,33.21958,NA,NA,NA
"1001","Sri Lanka","LKA",2015,NA,46,291,30
"1002","St. Kitts and Nevis","KNA",2010,42.30769,NA,NA,NA
"1003","St. Kitts and Nevis","KNA",2011,42.30769,NA,NA,NA
"1004","St. Kitts and Nevis","KNA",2012,42.30769,NA,NA,NA
"1005","St. Kitts and Nevis","KNA",2013,42.30769,NA,NA,NA
"1006","St. Kitts and Nevis","KNA",2015,NA,29,2,2
"1007","St. Lucia","LCA",2010,33.77049,NA,NA,NA
"1008","St. Lucia","LCA",2011,33.67213,NA,NA,NA
"1009","St. Lucia","LCA",2012,33.57377,NA,NA,NA
"1010","St. Lucia","LCA",2013,33.47541,NA,NA,NA
"1011","St. Lucia","LCA",2015,NA,29,6,2
"1012","St. Martin (French part)","MAF",2015,NA,29,3,2
"1013","St. Vincent and the Grenadines","VCT",2010,69.23077,NA,NA,NA
"1014","St. Vincent and the Grenadines","VCT",2011,69.23077,NA,NA,NA
"1015","St. Vincent and the Grenadines","VCT",2012,69.23077,NA,NA,NA
"1016","St. Vincent and the Grenadines","VCT",2013,69.23077,NA,NA,NA
"1017","St. Vincent and the Grenadines","VCT",2015,NA,29,5,2
"1018","Sub-Saharan Africa (all income levels)","SSF",2010,26.61542,NA,NA,NA
"1019","Sub-Saharan Africa (all income levels)","SSF",2011,26.19161,NA,NA,NA
"1020","Sub-Saharan Africa (all income levels)","SSF",2012,26.0711,NA,NA,NA
"1021","Sub-Saharan Africa (all income levels)","SSF",2013,25.9506,NA,NA,NA
"1022","Sub-Saharan Africa (all income levels)","SSF",2015,NA,1996,3645,891
"1023","Sub-Saharan Africa (developing only)","SSA",2010,26.57694,NA,NA,NA
"1024","Sub-Saharan Africa (developing only)","SSA",2011,26.1531,NA,NA,NA
"1025","Sub-Saharan Africa (developing only)","SSA",2012,26.03294,NA,NA,NA
"1026","Sub-Saharan Africa (developing only)","SSA",2013,25.91278,NA,NA,NA
"1027","Sub-Saharan Africa (developing only)","SSA",2015,NA,1934,3499,862
"1028","Sudan","SDN",2010,11.46423,NA,NA,NA
"1029","Sudan","SDN",2011,8.37862,NA,NA,NA
"1030","Sudan","SDN",2012,8.30521,NA,NA,NA
"1031","Sudan","SDN",2013,8.231806,NA,NA,NA
"1032","Sudan","SDN",2015,NA,22,16,12
"1033","Suriname","SUR",2010,98.40385,NA,NA,NA
"1034","Suriname","SUR",2011,98.37949,NA,NA,NA
"1035","Suriname","SUR",2012,98.35513,NA,NA,NA
"1036","Suriname","SUR",2013,98.33077,NA,NA,NA
"1037","Suriname","SUR",2015,NA,29,26,9
"1038","Swaziland","SWZ",2010,32.73256,NA,NA,NA
"1039","Swaziland","SWZ",2011,33,NA,NA,NA
"1040","Swaziland","SWZ",2012,33.26744,NA,NA,NA
"1041","Swaziland","SWZ",2013,33.53488,NA,NA,NA
"1042","Swaziland","SWZ",2015,NA,4,11,7
"1043","Sweden","SWE",2010,68.414,NA,NA,NA
"1044","Sweden","SWE",2011,68.414,NA,NA,NA
"1045","Sweden","SWE",2012,68.91786,NA,NA,NA
"1046","Sweden","SWE",2013,68.91786,NA,NA,NA
"1047","Sweden","SWE",2015,NA,15,14,1
"1048","Switzerland","CHE",2010,31.25316,NA,NA,NA
"1049","Switzerland","CHE",2011,31.34933,NA,NA,NA
"1050","Switzerland","CHE",2012,31.44549,NA,NA,NA
"1051","Switzerland","CHE",2013,31.54165,NA,NA,NA
"1052","Switzerland","CHE",2015,NA,9,10,2
"1053","Syrian Arab Republic","SYR",2010,2.673855,NA,NA,NA
"1054","Syrian Arab Republic","SYR",2011,2.673855,NA,NA,NA
"1055","Syrian Arab Republic","SYR",2012,2.673855,NA,NA,NA
"1056","Syrian Arab Republic","SYR",2013,2.673855,NA,NA,NA
"1057","Syrian Arab Republic","SYR",2015,NA,50,4,15
"1058","Tajikistan","TJK",2010,2.929408,NA,NA,NA
"1059","Tajikistan","TJK",2011,2.932266,NA,NA,NA
"1060","Tajikistan","TJK",2012,2.935124,NA,NA,NA
"1061","Tajikistan","TJK",2013,2.937982,NA,NA,NA
"1062","Tajikistan","TJK",2015,NA,5,12,6
"1063","Tanzania","TZA",2010,54.09799,NA,NA,NA
"1064","Tanzania","TZA",2011,53.67803,NA,NA,NA
"1065","Tanzania","TZA",2012,53.25807,NA,NA,NA
"1066","Tanzania","TZA",2013,52.83811,NA,NA,NA
"1067","Tanzania","TZA",2015,NA,175,602,38
"1068","Thailand","THA",2010,31.80528,NA,NA,NA
"1069","Thailand","THA",2011,31.864,NA,NA,NA
"1070","Thailand","THA",2012,31.92272,NA,NA,NA
"1071","Thailand","THA",2013,31.98144,NA,NA,NA
"1072","Thailand","THA",2015,NA,99,150,54
"1073","Timor-Leste","TMP",2010,49.89913,NA,NA,NA
"1074","Timor-Leste","TMP",2011,49.14593,NA,NA,NA
"1075","Timor-Leste","TMP",2012,48.39274,NA,NA,NA
"1076","Timor-Leste","TMP",2013,47.63954,NA,NA,NA
"1077","Timor-Leste","TMP",2015,NA,6,1,4
"1078","Togo","TGO",2010,5.276705,NA,NA,NA
"1079","Togo","TGO",2011,4.912668,NA,NA,NA
"1080","Togo","TGO",2012,4.54863,NA,NA,NA
"1081","Togo","TGO",2013,4.184593,NA,NA,NA
"1082","Togo","TGO",2015,NA,35,12,11
"1083","Tonga","TON",2010,12.5,NA,NA,NA
"1084","Tonga","TON",2011,12.5,NA,NA,NA
"1085","Tonga","TON",2012,12.5,NA,NA,NA
"1086","Tonga","TON",2013,12.5,NA,NA,NA
"1087","Tonga","TON",2015,NA,13,4,2
"1088","Trinidad and Tobago","TTO",2010,44.13255,NA,NA,NA
"1089","Trinidad and Tobago","TTO",2011,44.44834,NA,NA,NA
"1090","Trinidad and Tobago","TTO",2012,44.76218,NA,NA,NA
"1091","Trinidad and Tobago","TTO",2013,45.07797,NA,NA,NA
"1092","Trinidad and Tobago","TTO",2015,NA,35,2,2
"1093","Tunisia","TUN",2010,6.372297,NA,NA,NA
"1094","Tunisia","TUN",2011,6.437951,NA,NA,NA
"1095","Tunisia","TUN",2012,6.503605,NA,NA,NA
"1096","Tunisia","TUN",2013,6.569258,NA,NA,NA
"1097","Tunisia","TUN",2015,NA,39,7,13
"1098","Turkey","TUR",2010,14.55635,NA,NA,NA
"1099","Turkey","TUR",2011,14.6894,NA,NA,NA
"1100","Turkey","TUR",2012,14.82245,NA,NA,NA
"1101","Turkey","TUR",2013,14.9555,NA,NA,NA
"1102","Turkey","TUR",2015,NA,131,104,16
"1103","Turkmenistan","TKM",2010,8.782159,NA,NA,NA
"1104","Turkmenistan","TKM",2011,8.782159,NA,NA,NA
"1105","Turkmenistan","TKM",2012,8.782159,NA,NA,NA
"1106","Turkmenistan","TKM",2013,8.782159,NA,NA,NA
"1107","Turkmenistan","TKM",2015,NA,11,4,8
"1108","Turks and Caicos Islands","TCA",2010,36.21053,NA,NA,NA
"1109","Turks and Caicos Islands","TCA",2011,36.21053,NA,NA,NA
"1110","Turks and Caicos Islands","TCA",2012,36.21053,NA,NA,NA
"1111","Turks and Caicos Islands","TCA",2013,36.21053,NA,NA,NA
"1112","Turks and Caicos Islands","TCA",2015,NA,29,9,2
"1113","Tuvalu","TUV",2010,33.33333,NA,NA,NA
"1114","Tuvalu","TUV",2011,33.33333,NA,NA,NA
"1115","Tuvalu","TUV",2012,33.33333,NA,NA,NA
"1116","Tuvalu","TUV",2013,33.33333,NA,NA,NA
"1117","Tuvalu","TUV",2015,NA,11,0,1
"1118","Uganda","UGA",2010,13.7293,NA,NA,NA
"1119","Uganda","UGA",2011,13.05506,NA,NA,NA
"1120","Uganda","UGA",2012,12.38081,NA,NA,NA
"1121","Uganda","UGA",2013,11.70656,NA,NA,NA
"1122","Uganda","UGA",2015,NA,61,52,27
"1123","Ukraine","UKR",2010,16.48139,NA,NA,NA
"1124","Ukraine","UKR",2011,16.51902,NA,NA,NA
"1125","Ukraine","UKR",2012,16.55665,NA,NA,NA
"1126","Ukraine","UKR",2013,16.59428,NA,NA,NA
"1127","Ukraine","UKR",2015,NA,24,19,9
"1128","United Arab Emirates","ARE",2010,3.795455,NA,NA,NA
"1129","United Arab Emirates","ARE",2011,3.808134,NA,NA,NA
"1130","United Arab Emirates","ARE",2012,3.820813,NA,NA,NA
"1131","United Arab Emirates","ARE",2013,3.833493,NA,NA,NA
"1132","United Arab Emirates","ARE",2015,NA,14,0,7
"1133","United Kingdom","GBR",2010,12.64415,NA,NA,NA
"1134","United Kingdom","GBR",2011,12.71442,NA,NA,NA
"1135","United Kingdom","GBR",2012,12.78469,NA,NA,NA
"1136","United Kingdom","GBR",2013,12.85496,NA,NA,NA
"1137","United Kingdom","GBR",2015,NA,47,22,5
"1138","United States","USA",2010,33.74941,NA,NA,NA
"1139","United States","USA",2011,33.77947,NA,NA,NA
"1140","United States","USA",2012,33.80953,NA,NA,NA
"1141","United States","USA",2013,33.8396,NA,NA,NA
"1142","United States","USA",2015,NA,247,379,35
"1143","Upper middle income","UMC",2010,28.8141,NA,NA,NA
"1144","Upper middle income","UMC",2011,28.81554,NA,NA,NA
"1145","Upper middle income","UMC",2012,28.81718,NA,NA,NA
"1146","Upper middle income","UMC",2013,28.81871,NA,NA,NA
"1147","Upper middle income","UMC",2015,NA,2042,6345,916
"1148","Uruguay","URY",2010,9.892012,NA,NA,NA
"1149","Uruguay","URY",2011,10.02194,NA,NA,NA
"1150","Uruguay","URY",2012,10.15187,NA,NA,NA
"1151","Uruguay","URY",2013,10.2818,NA,NA,NA
"1152","Uruguay","URY",2015,NA,40,22,10
"1153","Uzbekistan","UZB",2010,7.699812,NA,NA,NA
"1154","Uzbekistan","UZB",2011,7.673672,NA,NA,NA
"1155","Uzbekistan","UZB",2012,7.647532,NA,NA,NA
"1156","Uzbekistan","UZB",2013,7.621392,NA,NA,NA
"1157","Uzbekistan","UZB",2015,NA,7,17,9
"1158","Vanuatu","VUT",2010,36.09516,NA,NA,NA
"1159","Vanuatu","VUT",2011,36.09516,NA,NA,NA
"1160","Vanuatu","VUT",2012,36.09516,NA,NA,NA
"1161","Vanuatu","VUT",2013,36.09516,NA,NA,NA
"1162","Vanuatu","VUT",2015,NA,16,10,7
"1163","Venezuela, RB","VEN",2010,53.85749,NA,NA,NA
"1164","Venezuela, RB","VEN",2011,53.67111,NA,NA,NA
"1165","Venezuela, RB","VEN",2012,53.48472,NA,NA,NA
"1166","Venezuela, RB","VEN",2013,53.29834,NA,NA,NA
"1167","Venezuela, RB","VEN",2015,NA,42,77,34
"1168","Vietnam","VNM",2010,45.5639,NA,NA,NA
"1169","Vietnam","VNM",2011,45.97994,NA,NA,NA
"1170","Vietnam","VNM",2012,46.39598,NA,NA,NA
"1171","Vietnam","VNM",2013,46.81201,NA,NA,NA
"1172","Vietnam","VNM",2015,NA,76,199,54
"1173","Virgin Islands (U.S.)","VIR",2010,51.88571,NA,NA,NA
"1174","Virgin Islands (U.S.)","VIR",2011,51.57143,NA,NA,NA
"1175","Virgin Islands (U.S.)","VIR",2012,51.25714,NA,NA,NA
"1176","Virgin Islands (U.S.)","VIR",2013,50.91429,NA,NA,NA
"1177","Virgin Islands (U.S.)","VIR",2015,NA,27,12,2
"1178","West Bank and Gaza","WBG",2010,1.523256,NA,NA,NA
"1179","West Bank and Gaza","WBG",2011,1.523256,NA,NA,NA
"1180","West Bank and Gaza","WBG",2012,1.523256,NA,NA,NA
"1181","West Bank and Gaza","WBG",2013,1.523256,NA,NA,NA
"1182","West Bank and Gaza","WBG",2015,NA,2,0,3
"1183","World","WLD",2010,30.89304,NA,NA,NA
"1184","World","WLD",2011,30.81233,NA,NA,NA
"1185","World","WLD",2012,30.78752,NA,NA,NA
"1186","World","WLD",2013,30.76202,NA,NA,NA
"1187","World","WLD",2015,NA,7819,14781,3309
"1188","Yemen, Rep.","YEM",2010,1.039832,NA,NA,NA
"1189","Yemen, Rep.","YEM",2011,1.039832,NA,NA,NA
"1190","Yemen, Rep.","YEM",2012,1.039832,NA,NA,NA
"1191","Yemen, Rep.","YEM",2013,1.039832,NA,NA,NA
"1192","Yemen, Rep.","YEM",2015,NA,28,162,8
"1193","Zambia","ZMB",2010,66.54381,NA,NA,NA
"1194","Zambia","ZMB",2011,66.3197,NA,NA,NA
"1195","Zambia","ZMB",2012,66.09559,NA,NA,NA
"1196","Zambia","ZMB",2013,65.87148,NA,NA,NA
"1197","Zambia","ZMB",2015,NA,20,20,11
"1198","Zimbabwe","ZWE",2010,40.38775,NA,NA,NA
"1199","Zimbabwe","ZWE",2011,39.5802,NA,NA,NA
"1200","Zimbabwe","ZWE",2012,38.77265,NA,NA,NA
"1201","Zimbabwe","ZWE",2013,37.9651,NA,NA,NA
"1202","Zimbabwe","ZWE",2015,NA,3,17,10
